order_type,payment_method,Month,day Of Week,Hour,Discount Category,order_id
Takeaway,UPI,April,Monday,17,No Discount,125906
Dine-in,Wallet,April,Monday,15,Low Discount,126104
Delivery,Cash,April,Monday,17,High Discount,126174
Delivery,Wallet,April,Monday,16,High Discount,126192
Dine-in,Credit Card,April,Monday,16,No Discount,126314
Delivery,Wallet,April,Monday,16,High Discount,128572
Dine-in,Debit Card,April,Monday,17,Medium Discount,128694
Takeaway,Credit Card,April,Monday,20,No Discount,128707
Takeaway,Credit Card,April,Monday,19,Low Discount,128854
Delivery,Debit Card,April,Monday,19,High Discount,129600
Dine-in,Cash,April,Monday,11,No Discount,129642
Delivery,Debit Card,April,Monday,13,No Discount,130004
Delivery,Credit Card,April,Monday,17,No Discount,130258
Takeaway,Cash,April,Monday,15,No Discount,131183
Delivery,Cash,April,Monday,18,No Discount,131781
Delivery,Debit Card,April,Monday,11,No Discount,131819
Takeaway,UPI,April,Monday,12,High Discount,132788
Delivery,Wallet,April,Monday,19,Medium Discount,133189
Dine-in,Debit Card,April,Monday,18,No Discount,133697
Takeaway,Wallet,April,Monday,17,Medium Discount,133860
Dine-in,Wallet,April,Monday,19,No Discount,134749
Dine-in,Debit Card,April,Monday,21,High Discount,135331
Delivery,Debit Card,April,Monday,16,Medium Discount,136613
Takeaway,Debit Card,April,Monday,21,No Discount,137232
Dine-in,UPI,April,Monday,15,High Discount,137688
Takeaway,Cash,April,Monday,12,No Discount,137948
Takeaway,Cash,April,Monday,14,High Discount,138758
Delivery,Debit Card,April,Monday,12,High Discount,139402
Delivery,Debit Card,April,Monday,12,Medium Discount,139424
Delivery,UPI,April,Monday,16,No Discount,139876
Dine-in,UPI,April,Monday,15,Medium Discount,139959
Dine-in,Credit Card,April,Monday,11,No Discount,140093
Takeaway,UPI,April,Monday,16,High Discount,140427
Takeaway,Credit Card,April,Monday,16,No Discount,140636
Delivery,Debit Card,April,Monday,15,No Discount,140688
Takeaway,Debit Card,April,Monday,15,Medium Discount,140906
Takeaway,Cash,April,Monday,16,Medium Discount,141160
Takeaway,Cash,April,Monday,21,No Discount,141252
Takeaway,Debit Card,April,Monday,13,No Discount,141432
Delivery,Wallet,April,Monday,20,High Discount,141644
Delivery,Credit Card,April,Monday,11,No Discount,141680
Takeaway,Wallet,April,Monday,12,Low Discount,141938
Delivery,Credit Card,April,Monday,14,No Discount,142067
Dine-in,Debit Card,April,Monday,15,No Discount,142437
Delivery,Wallet,April,Monday,22,High Discount,142681
Delivery,Credit Card,April,Monday,14,No Discount,142688
Takeaway,Wallet,April,Monday,17,Low Discount,142702
Takeaway,Cash,April,Monday,10,Low Discount,142978
Takeaway,UPI,April,Monday,17,No Discount,143012
Takeaway,UPI,April,Monday,18,High Discount,143679
Delivery,UPI,April,Monday,11,No Discount,143887
Delivery,UPI,April,Monday,18,No Discount,144484
Dine-in,Wallet,April,Monday,21,No Discount,144672
Takeaway,Credit Card,April,Monday,18,No Discount,144965
Takeaway,UPI,April,Monday,14,High Discount,145168
Dine-in,Debit Card,April,Monday,17,No Discount,145659
Delivery,Wallet,April,Monday,12,No Discount,145810
Delivery,Wallet,April,Monday,16,No Discount,145924
Takeaway,Wallet,April,Monday,15,No Discount,145939
Dine-in,Credit Card,April,Monday,11,No Discount,146114
Takeaway,Wallet,April,Monday,21,Medium Discount,146867
Dine-in,Wallet,April,Monday,17,High Discount,146896
Dine-in,Cash,April,Monday,21,No Discount,147041
Delivery,UPI,April,Monday,16,High Discount,147084
Takeaway,Credit Card,April,Monday,21,Medium Discount,147396
Dine-in,Cash,April,Monday,11,No Discount,147413
Takeaway,UPI,April,Monday,19,Low Discount,147465
Takeaway,Credit Card,April,Monday,19,No Discount,147610
Dine-in,UPI,April,Monday,13,Medium Discount,148014
Delivery,Credit Card,April,Monday,14,No Discount,148229
Takeaway,UPI,April,Monday,22,Low Discount,148559
Delivery,UPI,April,Monday,16,No Discount,148708
Dine-in,Credit Card,April,Monday,20,No Discount,148827
Dine-in,Cash,April,Monday,22,Low Discount,148971
Dine-in,UPI,April,Monday,13,High Discount,149379
Dine-in,UPI,April,Monday,22,Low Discount,149831
Delivery,Debit Card,April,Monday,17,No Discount,149964
Takeaway,Cash,April,Monday,19,No Discount,149971
Dine-in,UPI,April,Monday,12,No Discount,149982
Takeaway,UPI,May,Wednesday,14,Medium Discount,100617
Takeaway,Credit Card,May,Wednesday,18,High Discount,100872
Takeaway,Credit Card,May,Wednesday,19,High Discount,101734
Delivery,UPI,May,Wednesday,21,High Discount,102309
Dine-in,Credit Card,May,Wednesday,12,High Discount,102888
Dine-in,Cash,May,Wednesday,11,Low Discount,102902
Takeaway,Cash,May,Wednesday,22,Medium Discount,103334
Delivery,Wallet,May,Wednesday,15,No Discount,104318
Delivery,Debit Card,May,Wednesday,12,No Discount,104345
Dine-in,Cash,May,Wednesday,16,Low Discount,104864
Delivery,Cash,May,Wednesday,17,No Discount,104924
Takeaway,Cash,May,Wednesday,14,Medium Discount,105234
Dine-in,UPI,May,Wednesday,13,No Discount,106013
Takeaway,Cash,May,Wednesday,16,Medium Discount,106204
Takeaway,Credit Card,May,Wednesday,19,High Discount,106329
Takeaway,Cash,May,Wednesday,17,High Discount,106349
Takeaway,Credit Card,May,Wednesday,17,No Discount,107453
Dine-in,Cash,May,Wednesday,15,Low Discount,107591
Delivery,Credit Card,May,Wednesday,19,No Discount,108826
Takeaway,Cash,May,Wednesday,11,Low Discount,109182
Delivery,Debit Card,May,Wednesday,14,Low Discount,109248
Delivery,Wallet,May,Wednesday,20,High Discount,109494
Takeaway,Wallet,May,Wednesday,20,Low Discount,110016
Delivery,Wallet,May,Wednesday,14,Medium Discount,110370
Dine-in,Debit Card,May,Wednesday,20,No Discount,110414
Delivery,Wallet,May,Wednesday,19,Medium Discount,110467
Takeaway,Wallet,May,Wednesday,12,High Discount,110486
Delivery,Wallet,May,Wednesday,15,Medium Discount,111353
Delivery,Credit Card,May,Wednesday,13,No Discount,111635
Dine-in,Credit Card,May,Wednesday,16,High Discount,111903
Takeaway,Wallet,May,Wednesday,14,Low Discount,112173
Takeaway,Credit Card,May,Wednesday,12,No Discount,112296
Delivery,UPI,May,Wednesday,21,Low Discount,112946
Takeaway,Credit Card,May,Wednesday,21,Low Discount,113817
Takeaway,Wallet,May,Wednesday,10,No Discount,113954
Takeaway,Cash,May,Wednesday,18,No Discount,114381
Delivery,Debit Card,May,Wednesday,11,No Discount,114651
Delivery,Credit Card,May,Wednesday,21,No Discount,114758
Dine-in,Debit Card,May,Wednesday,19,Low Discount,114850
Dine-in,UPI,May,Wednesday,15,High Discount,114957
Delivery,Debit Card,May,Wednesday,18,Medium Discount,115110
Delivery,Debit Card,May,Wednesday,12,Low Discount,115247
Dine-in,Cash,May,Wednesday,12,High Discount,116767
Takeaway,UPI,May,Wednesday,18,No Discount,117531
Delivery,Credit Card,May,Wednesday,21,Low Discount,117635
Delivery,Wallet,May,Wednesday,12,High Discount,118478
Delivery,UPI,May,Wednesday,21,No Discount,118704
Delivery,Cash,May,Wednesday,14,High Discount,119676
Dine-in,Credit Card,May,Wednesday,17,No Discount,120706
Takeaway,Cash,May,Wednesday,14,No Discount,120719
Dine-in,UPI,May,Wednesday,14,No Discount,121070
Dine-in,Credit Card,May,Wednesday,12,Low Discount,121668
Dine-in,Credit Card,May,Wednesday,15,No Discount,121833
Takeaway,Debit Card,May,Wednesday,13,High Discount,122266
Delivery,Debit Card,May,Wednesday,14,Medium Discount,122285
Dine-in,Cash,May,Wednesday,13,No Discount,122491
Delivery,Wallet,May,Wednesday,10,No Discount,122558
Delivery,Credit Card,May,Wednesday,10,Medium Discount,123550
Takeaway,Wallet,May,Wednesday,21,Medium Discount,125098
Dine-in,Debit Card,May,Wednesday,18,High Discount,125151
Dine-in,Debit Card,May,Wednesday,22,No Discount,125712
Dine-in,Debit Card,May,Wednesday,22,Low Discount,126099
Delivery,Cash,May,Wednesday,22,Medium Discount,126531
Delivery,Wallet,May,Wednesday,15,Low Discount,127275
Dine-in,Credit Card,May,Wednesday,18,Low Discount,128107
Dine-in,UPI,May,Wednesday,18,Low Discount,128344
Dine-in,Wallet,May,Wednesday,20,Low Discount,128591
Dine-in,Wallet,May,Wednesday,11,No Discount,128728
Takeaway,Wallet,May,Wednesday,15,No Discount,128924
Takeaway,UPI,May,Wednesday,10,No Discount,128937
Takeaway,Debit Card,May,Wednesday,14,High Discount,128971
Takeaway,UPI,May,Wednesday,19,High Discount,129060
Takeaway,Credit Card,May,Wednesday,10,Low Discount,129326
Delivery,Debit Card,May,Wednesday,16,High Discount,129555
Takeaway,Debit Card,May,Wednesday,12,Medium Discount,130280
Takeaway,UPI,May,Wednesday,14,High Discount,130701
Takeaway,UPI,May,Wednesday,12,High Discount,131185
Dine-in,Credit Card,May,Wednesday,10,Medium Discount,131370
Takeaway,Wallet,May,Wednesday,16,No Discount,131862
Delivery,Wallet,May,Wednesday,10,Medium Discount,131875
Takeaway,Cash,May,Wednesday,11,Medium Discount,133750
Dine-in,Cash,May,Wednesday,21,No Discount,133990
Dine-in,Credit Card,May,Wednesday,13,No Discount,134423
Dine-in,Credit Card,May,Wednesday,19,Medium Discount,134514
Delivery,Debit Card,May,Wednesday,19,High Discount,134765
Dine-in,UPI,May,Wednesday,21,No Discount,135128
Takeaway,Debit Card,May,Wednesday,19,No Discount,135595
Delivery,Credit Card,May,Wednesday,10,No Discount,137035
Delivery,Wallet,May,Wednesday,19,No Discount,137415
Delivery,Debit Card,May,Wednesday,17,High Discount,137641
Dine-in,Credit Card,May,Wednesday,22,No Discount,137661
Takeaway,Wallet,May,Wednesday,19,Low Discount,137926
Dine-in,Wallet,May,Wednesday,18,Low Discount,139143
Takeaway,UPI,May,Wednesday,13,No Discount,139569
Delivery,Cash,May,Wednesday,20,High Discount,139884
Takeaway,UPI,May,Wednesday,20,No Discount,140205
Delivery,Cash,May,Wednesday,12,Medium Discount,140409
Takeaway,UPI,May,Wednesday,15,Medium Discount,140671
Dine-in,Credit Card,May,Wednesday,15,Low Discount,140899
Delivery,Credit Card,May,Wednesday,12,High Discount,141156
Takeaway,Debit Card,May,Wednesday,11,Medium Discount,142249
Delivery,Credit Card,May,Wednesday,20,High Discount,143107
Dine-in,UPI,May,Wednesday,10,Medium Discount,143121
Delivery,UPI,May,Wednesday,12,No Discount,143446
Delivery,Cash,May,Wednesday,16,Medium Discount,143450
Delivery,Wallet,May,Wednesday,18,High Discount,143528
Dine-in,Wallet,May,Wednesday,13,Low Discount,143933
Takeaway,Wallet,May,Wednesday,19,High Discount,143941
Delivery,Credit Card,May,Wednesday,22,Medium Discount,144385
Takeaway,Wallet,May,Wednesday,13,High Discount,144392
Dine-in,Wallet,May,Wednesday,12,No Discount,144435
Takeaway,Wallet,May,Wednesday,13,Medium Discount,144999
Dine-in,Wallet,May,Wednesday,12,Medium Discount,145410
Takeaway,UPI,May,Wednesday,18,Low Discount,145680
Dine-in,Debit Card,May,Wednesday,19,High Discount,146096
Dine-in,Cash,May,Wednesday,18,No Discount,146630
Delivery,UPI,May,Wednesday,14,High Discount,146742
Delivery,Wallet,May,Wednesday,17,Low Discount,147687
Takeaway,Credit Card,May,Wednesday,20,High Discount,148024
Dine-in,Debit Card,May,Wednesday,23,Medium Discount,148139
Dine-in,Debit Card,May,Wednesday,17,No Discount,148222
Takeaway,Cash,June,Saturday,20,Medium Discount,100350
Dine-in,Credit Card,June,Saturday,20,Low Discount,100425
Delivery,UPI,June,Saturday,11,High Discount,100959
Dine-in,UPI,June,Saturday,10,No Discount,101071
Delivery,Cash,June,Saturday,21,No Discount,101633
Dine-in,UPI,June,Saturday,12,Medium Discount,101667
Dine-in,Cash,June,Saturday,19,No Discount,101975
Dine-in,Wallet,June,Saturday,14,No Discount,102641
Delivery,Wallet,June,Saturday,19,High Discount,103678
Delivery,Debit Card,June,Saturday,15,Low Discount,103949
Delivery,Cash,June,Saturday,21,No Discount,104450
Dine-in,UPI,June,Saturday,20,No Discount,104820
Dine-in,UPI,June,Saturday,11,Medium Discount,105047
Dine-in,UPI,June,Saturday,16,High Discount,105286
Takeaway,Credit Card,June,Saturday,12,High Discount,105879
Delivery,UPI,June,Saturday,13,High Discount,106177
Dine-in,Cash,June,Saturday,16,Low Discount,106289
Delivery,Cash,June,Saturday,14,No Discount,106934
Delivery,Wallet,June,Saturday,10,Low Discount,107047
Takeaway,Cash,June,Saturday,14,No Discount,107773
Dine-in,Wallet,June,Saturday,12,High Discount,107791
Dine-in,Wallet,June,Saturday,21,No Discount,107806
Takeaway,Credit Card,June,Saturday,20,No Discount,107910
Dine-in,Debit Card,June,Saturday,14,No Discount,108068
Takeaway,UPI,June,Saturday,21,No Discount,108304
Delivery,Credit Card,June,Saturday,11,Medium Discount,108579
Delivery,Cash,June,Saturday,15,High Discount,108619
Takeaway,Debit Card,June,Saturday,11,High Discount,109123
Delivery,Cash,June,Saturday,17,High Discount,109251
Delivery,Cash,June,Saturday,10,Low Discount,109403
Takeaway,Cash,June,Saturday,22,No Discount,109600
Takeaway,Cash,June,Saturday,10,No Discount,109784
Delivery,Wallet,June,Saturday,15,No Discount,110012
Delivery,Credit Card,June,Saturday,22,Low Discount,110076
Dine-in,Wallet,June,Saturday,13,High Discount,110141
Delivery,Cash,June,Saturday,17,No Discount,110436
Dine-in,UPI,June,Saturday,18,No Discount,111184
Takeaway,Debit Card,June,Saturday,12,No Discount,111216
Takeaway,Cash,June,Saturday,11,Low Discount,111962
Delivery,Cash,June,Saturday,13,No Discount,112130
Delivery,Wallet,June,Saturday,22,Low Discount,112492
Takeaway,UPI,June,Saturday,16,Medium Discount,112656
Takeaway,Debit Card,June,Saturday,20,Medium Discount,112824
Takeaway,Debit Card,June,Saturday,19,Low Discount,113693
Delivery,Debit Card,June,Saturday,16,Low Discount,114109
Delivery,UPI,June,Saturday,17,Medium Discount,114209
Dine-in,Credit Card,June,Saturday,18,High Discount,114258
Takeaway,Debit Card,June,Saturday,14,No Discount,114403
Dine-in,Cash,June,Saturday,10,Medium Discount,114441
Dine-in,UPI,June,Saturday,11,Medium Discount,114999
Delivery,Cash,June,Saturday,21,No Discount,115349
Delivery,UPI,June,Saturday,17,No Discount,116215
Delivery,Wallet,June,Saturday,21,No Discount,116403
Takeaway,Debit Card,June,Saturday,22,Medium Discount,116737
Delivery,Debit Card,June,Saturday,15,High Discount,116929
Takeaway,UPI,June,Saturday,17,High Discount,117362
Takeaway,UPI,June,Saturday,17,High Discount,117649
Dine-in,Credit Card,June,Saturday,13,Medium Discount,118069
Dine-in,Cash,June,Saturday,14,Low Discount,118182
Dine-in,UPI,June,Saturday,19,Low Discount,118224
Delivery,Debit Card,June,Saturday,20,No Discount,118375
Takeaway,Debit Card,June,Saturday,21,Medium Discount,118535
Dine-in,Debit Card,June,Saturday,10,High Discount,118646
Dine-in,Credit Card,June,Saturday,21,High Discount,118759
Dine-in,Wallet,June,Saturday,16,No Discount,118894
Takeaway,UPI,June,Saturday,12,No Discount,119742
Delivery,UPI,June,Saturday,11,Low Discount,121213
Takeaway,Credit Card,June,Saturday,15,No Discount,121744
Dine-in,UPI,June,Saturday,20,No Discount,122220
Delivery,Cash,June,Saturday,20,No Discount,122612
Delivery,Debit Card,June,Saturday,22,Low Discount,123005
Delivery,Debit Card,June,Saturday,12,Low Discount,123034
Takeaway,Wallet,June,Saturday,12,High Discount,124031
Delivery,Credit Card,June,Saturday,12,No Discount,124279
Dine-in,Credit Card,June,Saturday,19,No Discount,124722
Takeaway,UPI,June,Saturday,18,No Discount,125261
Dine-in,Cash,June,Saturday,10,High Discount,126051
Takeaway,Wallet,June,Saturday,20,High Discount,126496
Delivery,UPI,June,Saturday,14,High Discount,126554
Takeaway,Debit Card,June,Saturday,18,Medium Discount,126855
Takeaway,Debit Card,June,Saturday,15,No Discount,127525
Dine-in,Credit Card,June,Saturday,14,No Discount,127928
Takeaway,Credit Card,June,Saturday,10,High Discount,128349
Takeaway,UPI,June,Saturday,21,No Discount,128359
Dine-in,Cash,June,Saturday,14,Low Discount,129611
Dine-in,Debit Card,June,Saturday,16,Medium Discount,129840
Takeaway,Debit Card,June,Saturday,17,No Discount,130560
Delivery,Credit Card,June,Saturday,12,Medium Discount,130569
Takeaway,UPI,June,Saturday,11,High Discount,130744
Delivery,Credit Card,June,Saturday,15,No Discount,130880
Delivery,Debit Card,June,Saturday,15,No Discount,130926
Delivery,Cash,June,Saturday,19,No Discount,131096
Dine-in,Debit Card,June,Saturday,20,No Discount,131304
Delivery,Credit Card,June,Saturday,18,High Discount,132003
Delivery,Cash,June,Saturday,14,No Discount,132374
Delivery,UPI,June,Saturday,12,No Discount,132605
Delivery,Debit Card,June,Saturday,22,Low Discount,132676
Takeaway,Debit Card,June,Saturday,15,Low Discount,133113
Delivery,UPI,June,Saturday,14,High Discount,134168
Delivery,Wallet,June,Saturday,16,No Discount,135116
Takeaway,UPI,June,Saturday,11,No Discount,135240
Delivery,Credit Card,June,Saturday,16,No Discount,135536
Dine-in,Credit Card,June,Saturday,16,Low Discount,135745
Delivery,Wallet,June,Saturday,13,Low Discount,135768
Delivery,Debit Card,June,Saturday,21,No Discount,135855
Dine-in,Wallet,June,Saturday,22,Medium Discount,136661
Dine-in,Cash,June,Saturday,16,No Discount,137150
Delivery,Cash,June,Saturday,19,Medium Discount,137207
Delivery,Cash,June,Saturday,17,Medium Discount,137254
Delivery,Debit Card,June,Saturday,18,Medium Discount,137758
Delivery,UPI,June,Saturday,11,Low Discount,138136
Takeaway,Cash,June,Saturday,21,Medium Discount,138351
Dine-in,Debit Card,June,Saturday,10,No Discount,138707
Takeaway,UPI,June,Saturday,12,Medium Discount,139105
Takeaway,Cash,June,Saturday,18,No Discount,139535
Takeaway,Cash,June,Saturday,16,No Discount,140141
Delivery,Credit Card,June,Saturday,22,No Discount,140242
Dine-in,UPI,June,Saturday,11,No Discount,140284
Dine-in,UPI,June,Saturday,19,No Discount,140416
Takeaway,Debit Card,June,Saturday,10,Low Discount,140531
Dine-in,Cash,June,Saturday,19,No Discount,141700
Takeaway,UPI,June,Saturday,13,No Discount,142715
Takeaway,Cash,June,Saturday,18,No Discount,143198
Dine-in,Wallet,June,Saturday,20,No Discount,143364
Takeaway,Credit Card,June,Saturday,14,No Discount,143441
Takeaway,Credit Card,June,Saturday,11,No Discount,143600
Dine-in,Debit Card,June,Saturday,13,Medium Discount,143812
Takeaway,Wallet,June,Saturday,14,Low Discount,143962
Takeaway,Wallet,June,Saturday,12,Low Discount,144153
Delivery,Wallet,June,Saturday,21,No Discount,145138
Dine-in,Wallet,June,Saturday,17,No Discount,146018
Delivery,Debit Card,June,Saturday,13,Low Discount,146062
Takeaway,Wallet,June,Saturday,21,High Discount,146916
Takeaway,UPI,June,Saturday,13,Medium Discount,147475
Takeaway,Cash,June,Saturday,22,Low Discount,147669
Takeaway,Cash,June,Saturday,11,Medium Discount,148540
Takeaway,Wallet,June,Saturday,12,High Discount,148981
Delivery,Credit Card,June,Saturday,21,Medium Discount,149760
Takeaway,UPI,June,Saturday,11,No Discount,149932
Dine-in,Cash,July,Monday,10,No Discount,100570
Dine-in,Debit Card,July,Monday,19,Medium Discount,102311
Delivery,UPI,July,Monday,11,High Discount,102312
Takeaway,Debit Card,July,Monday,19,High Discount,102416
Dine-in,Cash,July,Monday,11,Low Discount,102526
Delivery,Cash,July,Monday,21,Medium Discount,102575
Delivery,Credit Card,July,Monday,22,No Discount,102948
Dine-in,Debit Card,July,Monday,20,No Discount,103107
Delivery,Cash,July,Monday,14,No Discount,103222
Takeaway,Debit Card,July,Monday,15,No Discount,103232
Takeaway,Credit Card,July,Monday,22,No Discount,103826
Dine-in,Debit Card,July,Monday,20,No Discount,103882
Takeaway,Credit Card,July,Monday,13,High Discount,103887
Dine-in,Wallet,July,Monday,18,No Discount,104554
Delivery,Cash,July,Monday,15,No Discount,105599
Dine-in,Debit Card,July,Monday,12,No Discount,106160
Takeaway,Wallet,July,Monday,10,Medium Discount,107251
Dine-in,Debit Card,July,Monday,20,High Discount,107349
Delivery,Cash,July,Monday,15,No Discount,107448
Dine-in,Credit Card,July,Monday,10,Low Discount,107621
Delivery,Debit Card,July,Monday,11,High Discount,107906
Dine-in,Wallet,July,Monday,17,No Discount,108039
Delivery,UPI,July,Monday,17,Low Discount,108228
Delivery,Debit Card,July,Monday,18,High Discount,110063
Takeaway,Wallet,July,Monday,12,No Discount,110138
Dine-in,Cash,July,Monday,12,No Discount,110339
Delivery,Debit Card,July,Monday,20,No Discount,111214
Delivery,UPI,July,Monday,11,No Discount,111321
Takeaway,Credit Card,July,Monday,19,No Discount,112042
Takeaway,Wallet,July,Monday,12,No Discount,113087
Takeaway,Debit Card,July,Monday,13,No Discount,113124
Delivery,Credit Card,July,Monday,17,High Discount,113335
Dine-in,Wallet,July,Monday,14,High Discount,113655
Dine-in,Wallet,July,Monday,14,Medium Discount,113780
Dine-in,UPI,July,Monday,16,High Discount,114866
Takeaway,Credit Card,July,Monday,10,Low Discount,114983
Takeaway,Wallet,July,Monday,22,High Discount,115143
Dine-in,Wallet,July,Monday,13,Low Discount,115468
Delivery,Wallet,July,Monday,22,Low Discount,115772
Dine-in,UPI,July,Monday,15,No Discount,116214
Delivery,UPI,July,Monday,10,Low Discount,116697
Takeaway,UPI,July,Monday,19,Low Discount,116817
Dine-in,Debit Card,July,Monday,22,No Discount,117981
Takeaway,Credit Card,July,Monday,18,No Discount,118298
Delivery,Wallet,July,Monday,16,High Discount,118319
Takeaway,Credit Card,July,Monday,10,High Discount,118322
Takeaway,Debit Card,July,Monday,13,No Discount,118458
Dine-in,Cash,July,Monday,22,Low Discount,118497
Delivery,UPI,July,Monday,14,Medium Discount,118749
Takeaway,Cash,July,Monday,17,Low Discount,119564
Delivery,Debit Card,July,Monday,20,High Discount,120360
Delivery,Credit Card,July,Monday,21,No Discount,120545
Takeaway,Wallet,July,Monday,11,Medium Discount,121024
Takeaway,Debit Card,July,Monday,21,Low Discount,121519
Takeaway,UPI,July,Monday,20,No Discount,122773
Dine-in,Cash,July,Monday,18,Low Discount,122903
Takeaway,UPI,July,Monday,20,No Discount,123075
Delivery,Debit Card,July,Monday,14,Low Discount,123120
Delivery,Cash,July,Monday,11,High Discount,123422
Takeaway,UPI,July,Monday,10,Medium Discount,123499
Delivery,Wallet,July,Monday,14,No Discount,123769
Delivery,Cash,July,Monday,15,High Discount,123908
Dine-in,Wallet,July,Monday,18,High Discount,124248
Delivery,Cash,July,Monday,10,No Discount,124309
Dine-in,Cash,July,Monday,12,No Discount,124626
Takeaway,UPI,July,Monday,14,No Discount,125653
Delivery,Wallet,July,Monday,14,High Discount,126870
Dine-in,Credit Card,July,Monday,20,Medium Discount,127106
Dine-in,Wallet,July,Monday,18,Medium Discount,127132
Delivery,UPI,July,Monday,15,High Discount,127511
Takeaway,Wallet,July,Monday,12,High Discount,127858
Takeaway,Wallet,July,Monday,21,High Discount,128545
Delivery,UPI,July,Monday,18,High Discount,129547
Delivery,Credit Card,July,Monday,10,High Discount,130229
Delivery,UPI,July,Monday,22,Medium Discount,130262
Delivery,Cash,July,Monday,15,Low Discount,130336
Dine-in,Debit Card,July,Monday,19,High Discount,130862
Takeaway,Credit Card,July,Monday,22,No Discount,131056
Takeaway,UPI,July,Monday,10,High Discount,131182
Takeaway,Wallet,July,Monday,21,No Discount,131222
Delivery,UPI,July,Monday,12,No Discount,131237
Takeaway,Wallet,July,Monday,22,No Discount,131243
Dine-in,Credit Card,July,Monday,12,Low Discount,131311
Takeaway,Wallet,July,Monday,15,Medium Discount,131743
Delivery,Debit Card,July,Monday,22,Low Discount,131897
Takeaway,Cash,July,Monday,17,High Discount,132604
Takeaway,Cash,July,Monday,11,Low Discount,132976
Takeaway,Debit Card,July,Monday,17,No Discount,133058
Takeaway,Cash,July,Monday,22,High Discount,133090
Dine-in,UPI,July,Monday,18,Low Discount,133097
Takeaway,Wallet,July,Monday,20,High Discount,133117
Takeaway,Credit Card,July,Monday,22,High Discount,134149
Delivery,Credit Card,July,Monday,14,High Discount,134425
Dine-in,UPI,July,Monday,18,No Discount,134522
Dine-in,Wallet,July,Monday,12,Low Discount,134669
Delivery,Cash,July,Monday,20,No Discount,134787
Takeaway,UPI,July,Monday,22,No Discount,136043
Takeaway,Credit Card,July,Monday,11,No Discount,136770
Takeaway,Wallet,July,Monday,15,No Discount,136958
Takeaway,Cash,July,Monday,10,No Discount,137045
Takeaway,Credit Card,July,Monday,11,Medium Discount,137209
Dine-in,Cash,July,Monday,12,No Discount,137226
Dine-in,Cash,July,Monday,10,Medium Discount,137428
Delivery,Cash,July,Monday,10,No Discount,137834
Dine-in,Debit Card,July,Monday,21,Medium Discount,137890
Delivery,Cash,July,Monday,15,No Discount,138637
Delivery,Wallet,July,Monday,20,No Discount,138813
Delivery,UPI,July,Monday,18,High Discount,138867
Takeaway,Cash,July,Monday,13,No Discount,139289
Takeaway,Wallet,July,Monday,22,No Discount,139354
Dine-in,Credit Card,July,Monday,13,Medium Discount,139626
Dine-in,Cash,July,Monday,13,Low Discount,139657
Dine-in,Wallet,July,Monday,21,Medium Discount,140338
Takeaway,Cash,July,Monday,17,No Discount,140421
Takeaway,Wallet,July,Monday,22,High Discount,141315
Takeaway,Wallet,July,Monday,12,No Discount,141633
Dine-in,Credit Card,July,Monday,17,No Discount,141839
Delivery,Debit Card,July,Monday,16,No Discount,141847
Delivery,UPI,July,Monday,16,No Discount,141994
Dine-in,Wallet,July,Monday,10,Medium Discount,142614
Delivery,Credit Card,July,Monday,20,No Discount,142870
Dine-in,Wallet,July,Monday,18,Medium Discount,143233
Takeaway,UPI,July,Monday,16,No Discount,143341
Takeaway,Credit Card,July,Monday,22,High Discount,143444
Takeaway,Credit Card,July,Monday,20,High Discount,143508
Takeaway,Credit Card,July,Monday,19,No Discount,144498
Dine-in,UPI,July,Monday,12,No Discount,145491
Takeaway,Wallet,July,Monday,17,No Discount,145685
Dine-in,Credit Card,July,Monday,13,No Discount,146296
Dine-in,Cash,July,Monday,16,High Discount,146303
Takeaway,Wallet,July,Monday,10,No Discount,146483
Delivery,Wallet,July,Monday,13,High Discount,146689
Takeaway,Cash,July,Monday,22,High Discount,146971
Takeaway,UPI,July,Monday,17,High Discount,146978
Delivery,Cash,July,Monday,17,Low Discount,147726
Takeaway,UPI,July,Monday,17,No Discount,148434
Takeaway,Credit Card,July,Monday,15,No Discount,148881
Dine-in,Cash,July,Monday,11,Low Discount,149056
Delivery,UPI,July,Monday,20,No Discount,149901
Delivery,Cash,August,Thursday,16,No Discount,100083
Dine-in,Cash,August,Thursday,11,Low Discount,100488
Delivery,UPI,August,Thursday,20,Medium Discount,101414
Takeaway,Debit Card,August,Thursday,21,Low Discount,101664
Dine-in,Credit Card,August,Thursday,21,High Discount,102235
Delivery,Wallet,August,Thursday,11,Low Discount,102258
Dine-in,Credit Card,August,Thursday,17,Low Discount,102594
Delivery,UPI,August,Thursday,13,Low Discount,102613
Delivery,Wallet,August,Thursday,14,Low Discount,103229
Takeaway,Cash,August,Thursday,22,Low Discount,103769
Delivery,Wallet,August,Thursday,20,High Discount,103787
Dine-in,UPI,August,Thursday,22,No Discount,103940
Takeaway,Cash,August,Thursday,14,No Discount,104081
Dine-in,Debit Card,August,Thursday,17,No Discount,104492
Takeaway,Credit Card,August,Thursday,14,Medium Discount,104968
Delivery,Credit Card,August,Thursday,16,High Discount,105119
Delivery,Credit Card,August,Thursday,15,No Discount,105199
Dine-in,Debit Card,August,Thursday,12,Low Discount,105378
Takeaway,Wallet,August,Thursday,12,Low Discount,105842
Takeaway,Credit Card,August,Thursday,13,No Discount,106016
Dine-in,Cash,August,Thursday,15,Medium Discount,106084
